FieldID,Var1,Var2,Var3,Var4,Var5,Var6
1486,52.5,13.125,1.21,25,3,0
1487,68.5,17.125,1.86,31,9,0
1488,69,17.25,1.33,28,6,0
1489,54,13.5,1.61,22,8,0
1490,54,13.5,1.79,38,4,0
1491,54,13.5,1.52,24,6,0
1492,61,15.25,1.29,22,7,0
1493,47.5,89,0.99,46,2,0
1494,60.5,15.125,1.21,32,6,0
1495,34,57,0.98,18,6,0
1496,62,15.5,1.24,25,6,0
1497,49,12.25,1.03,21,4,0
1498,22,40,0.48,13,1,0
1499,26.75,6.6875,2.65,73,21,0
1500,62.5,15.625,1.52,66,9,0
1501,51.5,12.875,1.83,53,6,0
1502,27.625,6.90625,2.65,72,10,0
1503,50.5,98,1.83,44,5,0
1504,26.5,6.625,2.33,51,10,0
1505,56,94,1.51,39,19,0
1506,38,90,1.29,29,6,0
1507,28.5,7.125,2.87,41,13,0
1508,37,9.25,1.44,26,3,0
1509,58.5,14.625,1.61,32,8,0
1510,65,16.25,1.87,28,8,0
1511,74,18.5,1.68,35,9,0
1512,61.5,15.375,1.38,42,9,0
1513,78.5,19.625,1.93,19,16,0
1514,65,16.25,1.39,13,10,0
1515,43.5,10.875,1.45,20,3,0
1516,63.5,15.875,1.49,33,3,0
1517,79.5,19.875,1.87,25,3,0
1518,65,16.25,1.98,42,5,0
1519,67.5,16.875,1.9,42,4,0
1520,90.5,22.625,2.26,57,17,0
1521,56.5,14.125,1.18,23,5,0
1522,58,14.5,1.34,22,4,0
1523,28.5,64,0.98,30,9,0
1524,59,14.75,1.43,13,6,0
1525,83,20.75,2.01,60,6,0
1526,48,12,1.44,22,4,0
1527,47.5,67,1.21,52,11,0
1528,33,8.25,1,34,2,0
1529,22,68,0.73,21,2,0
1530,43,88,1.24,20,7,0
1531,58,14.5,1.21,26,5,0
1532,60.5,15.125,1.32,18,10,0
1533,55.5,13.875,1.12,31,3,0
1534,43,100,0.86,28,4,0
1535,75.5,18.875,1.54,18,5,0
1536,31.5,87,0.85,19,2,0
1537,44.5,95,1.04,27,2,0
1538,22,77,0.77,17,5,0
1539,53.5,98,1.48,20,3,0
1540,29.5,42,0.56,13,3,0
1541,33,59,0.7,17,3,0
1542,40,52,0.77,8,1,0
1543,45.5,97,1.18,21,7,0
1544,43,96,1.32,28,2,0
1545,46,11.5,1.05,29,4,0
1546,63,15.75,1.6,41,15,0
1547,37.5,85,1.15,11,4,0
1548,47,11.75,1.46,20,5,0
1549,45,88,1.14,19,7,0
1550,58,92,1.49,34,8,0
1551,42.5,84,1.15,20,7,0
1552,37.5,63,1.15,26,1,0
1553,23,99,0.82,17,2,0
1554,46.5,83,1.5,23,1,0
1555,69,17.25,1.45,37,2,0
1556,33,56,1.01,16,4,0
1557,43,73,1.43,20,1,0
1558,29.5,83,0.94,15,3,0
1559,86,21.5,1.66,29,12,0
1560,36,63,0.69,13,2,0
1561,68.5,17.125,1.99,56,5,0
1562,61.5,15.375,1.8,48,9,0
1563,33,8.25,3.48,67,11,0
1564,75.5,18.875,1.85,52,9,0
1565,57,14.25,1.64,31,7,0
1566,39,77,0.96,23,7,0
1567,40,91,1.3,22,6,0
1568,41,10.25,1.26,26,7,0
1569,44,71,1.08,17,4,0
1570,81.5,20.375,1.78,31,12,0
1571,40,84,1.18,17,9,0
1572,41,93,1.23,12,5,0
1573,59.5,14.875,1.38,28,8,0
1574,44,11,1.07,20,3,0
1575,43,78,1.12,17,4,0
1576,21,72,0.58,16,2,0
1577,50,93,1.32,35,5,0
1578,35.5,8.875,4.13,78,14,0
1579,28.5,7.125,2.97,53,13,0
1580,38.5,60,1.01,20,4,0
1581,71,17.75,1.78,28,7,0
1582,47,11.75,1.47,14,3,0
1583,66.5,16.625,1.19,16,13,0
1584,33,73,1.19,35,9,0
1585,22,49,1.29,20,9,0
1586,98.5,24.625,2.52,69,4,0
1587,49,75,1.19,44,2,0
1588,38.5,9.625,1.1,22,11,0
1589,39,65,1.38,29,3,0
1590,43.5,63,0.83,16,24,0
1591,38.5,9.625,1.15,36,2,0
1592,24.5,62,1.03,24,7,0
1593,32,71,1.48,32,4,0
1594,56,14,1.1,61,5,0
1595,45.5,65,1.29,17,4,0
1596,40,66,0.76,23,0,0
1597,38.5,69,1.4,43,2,0
1598,29.5,70,0.99,23,9,0
1599,25.5,49,0.88,24,11,0
1600,33,82,1.07,42,6,0
1601,36.5,9.125,1.13,37,3,0
1602,28.5,59,0.97,24,5,0
1603,15,59,0.75,14,4,0
1604,35.75,8.9375,3.61,55,25,0
1605,40,75,1.42,36,3,0
1606,30.5,93,0.81,19,5,0
1607,46.5,87,1.41,21,5,0
1608,28.5,42,0.88,40,0,0
1609,23,71,0.89,22,3,0
1610,52,97,1.28,23,6,0
1611,46.5,11.625,1.42,15,8,0
1612,81,20.25,2.13,53,12,0
1613,47.5,68,0.98,20,7,0
1614,24.5,58,0.61,21,3,0
1615,40,73,1.34,33,7,0
1616,37.5,73,0.76,15,5,0
1617,36.5,9.125,0.66,17,7,0
1618,50.5,12.625,1.13,36,6,0
1619,27.5,6.875,2.74,68,11,0
1620,59.5,14.875,1.6,43,7,0
1621,51,12.75,1.58,31,1,0
1622,66,16.5,1.72,26,11,0
1623,36,77,0.8,24,2,0
1624,49,12.25,1.22,33,5,0
1625,44.5,11.125,1.44,30,12,0
1626,28.5,60,0.87,19,4,0
1627,31,73,0.97,23,4,0
1628,58.5,14.625,1.46,40,7,0
1629,89.5,22.375,2.58,54,15,0
1630,49,74,1.03,17,4,0
1631,95,23.75,2.24,40,6,0
1632,49,12.25,1.08,38,3,0
1633,78,19.5,1.88,35,8,0
1634,57,14.25,1.66,53,11,0
1635,38,9.5,1.2,38,3,0
1636,18.5,66,0.66,15,1,0
1637,46.5,98,1.32,42,5,0
1638,39,98,0.93,32,6,0
1639,68.5,17.125,1.74,44,4,0
1640,40,68,1.3,50,3,0
1641,47.5,11.875,1.32,42,6,0
1642,61,15.25,1.46,39,10,0
1643,30.5,61,0.8,14,6,0
1644,55,13.75,1.19,34,13,0
1645,55,13.75,1.64,40,3,0
1646,53,13.25,1.62,27,5,0
1647,36,9,1.24,29,6,0
1648,43.5,94,1.27,10,4,0
1649,56,82,1.46,27,5,0
1650,60.5,81,1.16,35,5,0
1651,89.5,22.375,3.07,34,6,0
1652,43,98,0.87,26,6,0
1653,36,69,1.25,20,3,0
1654,83,20.75,2.84,105,7,0
1655,24,36,0.51,46,1,0
1656,43,82,1.22,66,3,0
1657,41.5,87,0.94,43,5,0
1658,33.5,8.375,1.08,20,6,0
1659,45.5,89,1.19,45,5,0
1660,49,99,1.03,41,5,0
1661,47,79,1.18,36,11,0
1662,41.5,95,1.28,24,4,0
1663,48,12,1.39,42,3,0
1664,20.5,63,0.64,22,4,0
1665,52,13,1.26,29,13,0
1666,49,12.25,1.37,19,8,0
1667,33,87,1.11,58,2,0
1668,27,80,0.91,33,5,0
1669,53.5,13.375,1.68,38,6,0
1670,50,12.5,1.67,33,5,0
1671,27,89,1.1,26,1,0
1672,44,91,1.52,47,4,0
1673,70,17.5,1.86,37,13,0
1674,50.5,12.625,1.34,37,7,0
1675,32.375,8.09375,3.12,72,10,0
1676,61,15.25,2.18,22,5,0
1677,69.5,17.375,1.72,39,2,0
1678,51.5,78,1.36,36,6,0
1679,20,49,0.37,21,2,0
1680,64.5,16.125,2.06,38,11,0
1681,42.5,10.625,1.33,35,5,0
1682,60,15,1.35,32,9,0
1683,62,15.5,1.25,39,11,0
1684,37,9.25,1.23,36,8,0
1685,53.5,13.375,1.4,37,9,0
1686,36.375,9.09375,3.45,59,7,0
1687,39,94,1.14,26,5,0
1688,34.5,68,0.95,10,2,0
1689,56.375,14.09375,5.05,130,13,0
1690,67,16.75,1.66,47,2,0
1691,49.875,12.46875,3.78,71,18,0
1692,67.5,16.875,1.51,30,8,0
1693,25.375,6.34375,2.79,51,15,0
1694,41.5,96,1.18,45,2,0
1695,44,71,1,29,9,0
1696,43.5,51,0.94,16,9,0
1697,20,66,1.09,30,3,0
1698,81,20.25,1.84,40,7,0
1699,42,66,1.25,39,11,0
1700,68,17,1.89,24,3,0
1701,81.5,20.375,2.26,44,7,0
1702,42.5,94,1.22,14,3,0
1703,45,11.25,1.23,16,3,0
1704,63,15.75,1.85,30,9,0
1705,41,57,0.89,24,6,0
1706,28.625,7.15625,2.38,45,10,0
1707,60,15,1.42,20,2,0
1708,61.5,15.375,1.47,20,6,0
1709,79.5,19.875,1.67,26,7,0
1710,87.5,21.875,1.47,20,8,0
1711,26.875,6.71875,2.52,50,10,0
1712,68,17,1.29,29,5,0
1713,65.5,16.375,1.35,32,7,0
1714,79,19.75,1.37,41,8,0
1715,29,96,0.7,20,1,0
1716,39,84,0.79,28,2,0
1717,75.5,18.875,1.76,66,1,0
1718,44,11,0.93,19,3,0
1719,46,84,0.95,12,4,0
1720,65,93,1.32,15,4,0
1721,30.5,7.625,2.99,55,12,0
1722,62.5,15.625,1.9,19,4,0
1723,88,22,1.75,29,5,0
1724,59,14.75,1.68,38,6,0
1725,30.375,7.59375,2.47,39,17,0
1726,78,19.5,1.78,28,9,0
1727,55,13.75,1.69,41,3,0
1728,63.5,15.875,1.3,23,3,0
1729,47,88,1.24,33,3,0
1730,40,53,1.38,19,5,0
1731,69,93,1.31,25,7,0
1732,27.875,6.96875,2.7,61,10,0
1733,63.5,15.875,1.41,26,9,0
1734,34,67,0.83,15,7,0
1735,49,95,1.38,26,3,0
1736,86.5,21.625,1.63,23,8,0
1737,39.5,9.875,1.09,26,5,0
1738,32,53,1.2,22,0,0
1739,76.5,19.125,1.66,33,7,0
1740,87.5,21.875,1.68,35,5,0
1741,65,16.25,1.44,21,3,0
1742,74.5,18.625,2.04,38,9,0
1743,86,21.5,2.15,37,9,0
1744,24,47,0.52,18,1,0
1745,62,15.5,1.41,27,1,0
1746,49.5,12.375,1.64,40,3,0
1747,61.5,15.375,1.45,58,5,0
1748,64,16,1.46,13,16,0
1749,86.5,21.625,2.43,61,2,0
1750,56.5,98,1.57,38,5,0
1751,43.5,80,1.11,9,4,0
1752,74.5,18.625,1.94,27,4,0
1753,47,11.75,0.94,12,13,0
1754,65,90,1.35,20,10,0
1755,49,89,0.84,20,6,0
1756,62.5,15.625,1.95,40,3,0
1757,28.5,40,0.64,29,3,0
1758,68,100,1.16,15,6,0
1759,40.5,92,1.25,11,5,0
1760,55.5,13.875,1.27,17,3,0
1761,38.5,88,0.86,19,2,0
1762,55.5,90,1.2,32,6,0
1763,33.125,8.28125,3.39,51,21,0
1764,52,95,1.14,26,8,0
1765,56,88,1.17,15,4,0
1766,55,13.75,1.41,26,6,0
1767,23.5,38,0.71,7,7,0
1768,38.5,70,1.16,13,7,0
1769,25.25,6.3125,2.31,43,14,0
1770,69.5,17.375,1.99,39,7,0
1771,70,17.5,2.22,35,5,0
1772,51,96,1.25,21,1,0
1773,55,76,1.32,27,8,0
1774,89.5,22.375,2.44,48,12,0
1775,47.5,11.875,1.13,20,6,0
1776,44.5,11.125,1.47,27,8,0
1777,41.25,10.3125,4.12,60,11,0
1778,87,21.75,1.92,31,6,0
1779,48,84,0.73,21,3,0
1780,55,74,1.69,43,4,0
1781,68,17,2.01,54,11,0
1782,63.5,15.875,1.54,30,10,0
1783,46.5,97,1.43,40,6,0
1784,54.5,13.625,1.38,22,2,0
1785,72,18,1.47,25,2,0
1786,70,17.5,1.74,37,18,0
1787,88,22,1.89,47,9,0
1788,115.125,28.78125,9.84,163,25,0
1789,75.5,18.875,2.33,40,7,0
1790,96,24,2.91,38,8,0
1791,28.875,7.21875,3.14,54,7,0
1792,68.5,17.125,1.42,45,6,0
1793,31.375,7.84375,2.84,51,10,0
1794,92.5,23.125,2.72,69,8,0
1795,63.5,15.875,1.75,17,4,0
1796,92,23,2.51,52,5,0
1797,57.5,87,1.52,25,14,0
1798,56,91,1.84,44,3,0
1799,57,91,1.25,36,2,0
1800,42.5,72,1.16,8,9,0
1801,61,15.25,1.75,32,10,0
1802,66,16.5,1.75,21,8,0
1803,51.5,100,1.96,32,7,0
1804,51,12.75,1.38,18,6,0
1805,50,82,1.57,40,9,0
1806,53,91,1.76,37,2,0
1807,49.5,12.375,1.15,21,8,0
1808,55.5,91,1.79,45,3,0
1809,41.5,53,1.29,33,6,0
1810,57,14.25,1.32,20,5,0
1811,31.75,7.9375,2.48,51,8,0
1812,72,95,1.48,23,8,0
1813,94.5,23.625,3.08,57,16,0
1814,45.5,11.375,1.4,21,5,0
1815,40.5,72,1,16,6,0
1816,48.5,73,1.31,24,6,0
1817,50.5,74,1.45,33,6,0
1818,59.5,14.875,1.42,28,5,0
1819,45.5,96,0.98,14,6,0
1820,69.5,17.375,1.55,23,8,0
1821,37.5,88,0.67,20,10,0
1822,55.5,84,0.95,24,5,0
1823,58.5,14.625,1.38,25,3,0
1824,75.5,18.875,1.58,28,4,0
1825,79.5,19.875,1.96,32,15,0
1826,64,16,1.45,25,8,0
1827,73.5,18.375,2.62,34,14,0
1828,47,91,1.31,21,5,0
1829,59,14.75,1.55,45,8,0
1830,35.5,82,0.8,28,1,0
1831,37,76,1.25,20,5,0
1832,46.5,75,1.07,15,10,0
1833,51,12.75,1.2,35,3,0
1834,39,72,1.1,16,4,0
1835,30.75,7.6875,3.35,46,8,0
1836,43.5,74,1.26,20,7,0
1837,50,89,0.91,17,6,0
1838,55.5,13.875,1.64,26,7,0
1839,40,75,0.85,25,3,0
1840,55,94,1.69,40,7,0
1841,50.5,12.625,1.57,33,4,0
1842,67,16.75,1.5,18,9,0
1843,50.5,84,1.14,20,6,0
1844,77,19.25,1.69,22,3,0
1845,29.875,7.46875,2.53,35,14,0
1846,59.5,14.875,1.65,40,7,0
1847,59.5,14.875,1.3,15,12,0
1848,73.5,18.375,1.82,33,8,0
1849,66.5,16.625,2,22,7,0
1850,51,88,1.29,36,7,0
1851,50.5,79,1.22,25,0,0
1852,51.5,12.875,1.35,13,6,0
1853,52,13,1.63,29,1,0
1854,60,97,1.92,56,1,0
1855,48,95,1.25,21,6,0
1856,62,15.5,1.96,50,3,0
1857,59.5,14.875,1.53,48,8,0
1858,57,86,1.33,34,5,0
1859,74.5,18.625,1.72,23,5,0
1860,70.5,17.625,1.66,45,7,0
1861,66.5,16.625,1.83,13,6,0
1862,99,24.75,2.42,36,19,0
1863,33.375,8.34375,3.14,66,8,0
1864,86.5,21.625,2.08,30,6,0
1865,92,23,2.23,40,6,0
1866,83.5,20.875,1.66,36,10,0
1867,39.25,9.8125,3.44,75,17,0
1868,51.5,12.875,1.34,25,4,0
1869,34.625,8.65625,2.5,49,13,0
1870,62.5,15.625,1.33,12,8,0
1871,85.5,21.375,1.76,35,2,0
1872,98,24.5,1.65,31,10,0
1873,51.625,12.90625,5.04,71,20,0
1874,26.125,6.53125,2.97,43,13,0
1875,26.625,6.65625,2.86,43,7,0
1876,39.875,9.96875,2.93,50,11,0
1877,25.75,6.4375,2.97,47,7,0
1878,34.25,8.5625,2.94,48,11,0
1879,32.5,8.125,3.49,60,12,0
1880,35.625,8.90625,2.75,36,19,0
1881,25.5,6.375,2.08,37,7,0
1882,61.5,15.375,0.99,23,4,0
1883,55.125,13.78125,4.17,69,21,0
1884,28.75,7.1875,1.88,25,4,0
1885,61,15.25,1.38,8,3,0
1886,64,16,0.98,12,5,0
1887,78,19.5,1.42,38,9,0
1888,44,80,0.91,19,6,0
1889,38,92,0.92,18,0,0
1890,98.5,24.625,2.68,47,11,0
1891,44,11,1.22,36,4,0
1892,65.5,16.375,1.61,29,6,0
1893,67.5,16.875,1.43,23,13,0
1894,47.5,11.875,1.32,19,4,0
1895,42.5,10.625,0.8,25,3,0
1896,69.5,17.375,1.88,27,4,0
1897,32,88,0.7,12,3,0
1898,48.5,12.125,1.36,23,2,0
1899,72.5,18.125,1.81,32,5,0
1900,41,10.25,1.01,11,3,0
1901,36,98,0.99,15,6,0
1902,89,22.25,1.98,43,4,0
1903,58,14.5,1.24,20,11,0
1904,77,19.25,2.14,23,7,0
1905,77.5,19.375,2.07,27,2,0
1906,82,20.5,2.29,49,17,0
1907,36.25,9.0625,3.13,74,10,0
1908,62.5,15.625,1.53,22,2,0
1909,96.5,24.125,1.49,19,17,0
1910,85.5,21.375,1.86,32,5,0
1911,82.5,20.625,1.76,33,4,0
1912,80,20,1.72,56,10,0
1913,91.5,22.875,1.59,34,5,0
1914,43.5,95,0.95,15,2,0
1915,39,9.75,1.25,20,4,0
1916,79,19.75,1.66,31,4,0
1917,52,13,1.12,13,2,0
1918,27.75,6.9375,2.62,27,7,0
1919,56,14,1.37,12,1,0
1920,27.75,6.9375,2.26,26,5,0
1921,85.5,21.375,1.88,44,9,0
1922,48.5,12.125,0.89,21,7,0
1923,83,20.75,1.9,39,6,0
1924,52.5,98,1.18,26,5,0
1925,27.5,6.875,0.6,14,6,0
1926,52,13,1.33,21,8,0
1927,62,92,1.51,27,4,0
1928,92.5,23.125,2.21,29,15,0
1929,29,97,1.08,15,7,0
1930,64.5,16.125,2.06,44,7,0
1931,59.5,14.875,1.54,25,4,0
1932,55,13.75,1.63,17,8,0
1933,28.5,7.125,3.52,71,5,0
1934,52,13,1.38,25,2,0
1935,35.5,8.875,1.33,22,6,0
1936,28,7,0.91,16,1,0
1937,43.125,10.78125,4.42,111,8,0
1938,57,14.25,1.88,31,4,0
1939,100,25,2.19,30,9,0
1940,62.5,15.625,2.19,28,9,0
1941,73.5,18.375,2.01,32,14,0
1942,59.5,14.875,1.74,53,8,0
1943,33.125,8.28125,2.97,28,10,0
1944,95.5,23.875,3.19,26,9,0
1945,98,24.5,3.59,52,6,0
1946,88,22,2.09,16,8,0
1947,75.5,18.875,1.69,29,5,0
1948,25.875,6.46875,2.25,53,13,0
1949,92,23,1.68,21,6,0
1950,53.5,13.375,1.84,28,3,0
1951,55.5,100,1.79,18,11,0
1952,54.5,13.625,1.59,36,8,0
1953,25.25,6.3125,3.25,54,9,0
1954,74,18.5,2.43,33,10,0
1955,47.5,11.875,1.84,21,5,0
1956,44,11,0.98,17,6,0
1957,41.5,10.375,1.21,20,3,0
1958,66,16.5,1.85,59,4,0
1959,45.5,11.375,1.27,37,5,0
1960,46,87,1.4,48,2,0
1961,78.5,19.625,2.91,41,8,0
1962,41.625,10.40625,4.19,101,16,0
1963,43.5,10.875,1.72,18,2,0
1964,57.5,14.375,1.77,40,10,0
1965,38.75,9.6875,4.55,122,17,0
1966,55.5,13.875,1.78,37,14,0
1967,74,18.5,2.83,36,5,0
1968,58.5,14.625,1.73,45,10,0
1969,88.5,22.125,2.62,55,15,0
1970,62.5,15.625,1.35,21,4,0
1971,70.5,94,1.85,40,11,0
1972,36.5,69,1,31,7,0
1973,58,14.5,1.61,34,12,0
1974,49.5,97,1.93,45,3,0
1975,36.875,9.21875,3.17,65,14,0
1976,29.875,7.46875,2.6,43,8,0
1977,74.5,18.625,1.7,27,8,0
1978,93,23.25,1.98,38,9,0
1979,68.5,17.125,1.73,30,7,0
1980,60.5,15.125,1.49,24,6,0
1981,54,13.5,1.37,25,3,0
1982,28.125,7.03125,2.67,52,28,0
1983,100,25,2.99,64,10,0
1984,73.5,18.375,1.86,37,5,0
1985,78,19.5,2,43,10,0
1986,85.5,21.375,1.66,65,6,0
1987,52,13,1.78,37,9,0
1988,66.5,16.625,1.83,35,9,0
1989,98.5,24.625,3.12,56,6,0
1990,44.75,11.1875,4.7,88,16,0
1991,30.5,7.625,3.47,50,19,0
1992,50,12.5,1.41,20,5,0
1993,44,93,1.19,24,2,0
1994,73.5,18.375,1.76,29,15,0
1995,32.625,8.15625,3.47,53,8,0
1996,29,7.25,3.55,52,6,0
1997,92.5,23.125,2.23,45,11,0
1998,85.5,21.375,2.2,53,7,0
1999,54,13.5,1.68,15,4,0
2000,57,14.25,2.3,48,8,0
2001,68,17,2.13,36,8,0
2002,44.5,97,1.61,26,4,0
2003,39.375,9.84375,4.07,58,20,0
2004,65,16.25,2.04,18,9,0
2005,67.5,16.875,2.14,37,6,0
2006,53.5,13.375,1.69,26,8,0
2007,98,24.5,2.37,24,9,0
2008,68.5,17.125,1.17,25,2,0
2009,61.5,15.375,1.47,27,8,0
2010,80.5,20.125,1.61,52,9,0
2011,67.5,16.875,6.43,110,30,0
2012,70.5,17.625,1.44,33,5,0
2013,67,16.75,1.54,42,7,0
2014,63.5,15.875,1.75,45,2,0
2015,85.5,21.375,1.55,23,9,0
2016,70.5,17.625,1.51,50,3,0
2017,58.5,14.625,2.29,58,10,0
2018,75,18.75,2.5,51,10,0
2019,53.5,95,1.13,23,8,0
2020,56.5,14.125,1.7,21,2,0
2021,53.5,13.375,1.64,31,16,0
2022,44.5,98,1.49,22,13,0
2023,59,14.75,1.58,52,11,0
2024,65.5,16.375,1.88,30,1,0
2025,57,14.25,1.99,25,6,0
2026,81.5,20.375,2.16,59,4,0
2027,32.5,81,0.8,15,4,0
2028,48.125,12.03125,4.2,84,17,0
2029,27.75,6.9375,2.93,57,10,0
2030,45.5,11.375,0.98,42,6,0
2031,44,64,1.19,30,4,0
2032,66,16.5,7.87,102,27,0
2033,35,77,1.24,27,7,0
2034,94.375,23.59375,9.58,159,23,0
2035,78.5,19.625,2.11,40,13,0
2036,77.5,19.375,1.93,69,10,0
2037,91,22.75,2.01,43,6,0
2038,98.5,24.625,3.12,50,19,0
2039,59.5,14.875,1.97,50,7,0
2040,57,14.25,1.88,23,11,0
2041,64.5,16.125,1.73,34,4,0
2042,41.5,10.375,1.68,29,1,0
2043,53.5,13.375,1.47,30,9,0
2044,40.5,99,1.41,20,4,0
2045,55,13.75,1.38,28,9,0
2046,47,11.75,1.44,34,8,0
2047,31.625,7.90625,2.82,30,6,0
2048,30.5,7.625,4.2,61,6,0
2049,71.5,17.875,1.7,24,2,0
2050,71.5,17.875,1.75,30,9,0
2051,67.5,16.875,2.04,17,4,0
2052,92,23,2.15,21,4,0
2053,78,19.5,2.24,33,9,0
2054,38.625,9.65625,3.27,64,7,0
2055,27.5,6.875,2.18,38,6,0
2056,86,21.5,2.26,47,10,0
2057,52,13,2.31,38,6,0
2058,92,23,2.06,37,6,0
2059,74,18.5,1.61,20,2,0
2060,26,6.5,2.16,42,17,0
2061,49.5,12.375,1.24,23,1,0
2062,72.5,18.125,1.61,42,5,0
2063,97.5,24.375,2.26,46,3,0
2064,99.5,24.875,3.04,69,15,0
2065,65,16.25,1.77,38,4,0
2066,69,17.25,2.3,66,10,0
2067,39.5,76,1.32,29,2,0
2068,78.875,19.71875,7.59,133,21,0
2069,32.5,88,1.04,17,5,0
2070,54,13.5,1.64,32,3,0
2071,67,16.75,2.88,56,10,0
2072,51,12.75,1.51,19,3,0
2073,45,11.25,5.42,103,18,0
2074,45,11.25,1.8,27,2,0
2075,92.5,23.125,2.06,45,7,0
2076,31.125,7.78125,2.8,43,14,0
2077,37.625,9.40625,3.21,56,10,0
2078,59,14.75,1.65,25,10,0
2079,83,20.75,1.83,40,9,0
2080,65,16.25,1.57,44,8,0
2081,71,17.75,1.78,29,10,0
2082,34,84,1.07,21,1,0
2083,24,47,0.91,25,1,0
2084,56,14,1.26,25,4,0
2085,39,9.75,1.15,26,9,0
2086,62,90,1.23,17,3,0
2087,30,79,0.74,11,1,0
2088,59.5,14.875,1.18,23,8,0
2089,39,81,1.01,12,0,0
2090,58,14.5,1.5,14,6,0
2091,90,22.5,2.03,20,12,0
2092,54.5,13.625,0.95,20,0,0
2093,45.375,11.34375,5.09,83,21,0
2094,75,18.75,1.93,29,3,0
2095,58.5,14.625,1.89,41,8,0
2096,38,9.5,3.12,46,11,0
2097,95.5,23.875,1.94,42,19,0
2098,111.125,27.78125,9.15,153,34,0
2099,80,20,2.06,41,5,0
2100,71,17.75,2.04,31,8,0
2101,59,14.75,1.09,25,3,0
2102,95.5,23.875,1.83,49,21,0
2103,52,13,1,13,6,0
2104,76,19,1,14,4,0
2105,49.5,12.375,1.31,10,8,0
2106,35.5,76,0.88,13,8,0
2107,59.5,14.875,1.33,73,3,0
2108,61.5,15.375,1.51,35,8,0
2109,93,23.25,2.01,60,2,0
2110,27.375,6.84375,2.21,34,5,0
2111,72,18,1.64,25,7,0
2112,81.5,20.375,1.87,37,9,0
2113,53.5,13.375,1.5,44,8,0
2114,38,9.5,0.99,23,6,0
2115,31.5,7.875,2.81,38,10,0
2116,49.5,87,0.78,17,10,0
2117,56,14,1.53,22,1,0
2118,31.5,7.875,1.08,34,2,0
2119,50.5,12.625,3.79,49,13,0
2120,74.5,18.625,1.59,27,2,0
2121,85,21.25,2,28,6,0
2122,87.5,21.875,1.89,27,7,0
2123,94.5,23.625,2.14,47,11,0
2124,79.5,19.875,1.63,31,14,0
2125,96,24,1.64,21,10,0
2126,39.5,69,1.21,22,8,0
2127,78,19.5,1.52,38,13,0
2128,62.5,96,1.43,24,8,0
2129,64,16,1.48,28,3,0
2130,30.75,7.6875,1.77,35,15,0
2131,42.5,87,1.07,28,2,0
2132,77,19.25,1.48,23,4,0
2133,57.5,82,0.93,28,3,0
2134,71,99,1.35,15,4,0
2135,78,19.5,1.72,25,8,0
2136,33.5,74,0.59,6,1,0
2137,63.5,15.875,1.94,60,3,0
2138,52.5,13.125,1.74,24,6,0
2139,34,78,0.77,22,1,0
2140,65.5,16.375,1.94,27,5,0
2141,69,17.25,2.29,36,11,0
2142,46,95,1.05,24,4,0
2143,60.5,15.125,1.47,26,5,0
2144,82,20.5,2.28,32,6,0
2145,54,13.5,5.02,74,16,0
2146,68.5,17.125,1.54,28,11,0
2147,51.5,81,1.46,23,5,0
2148,79.5,19.875,2.58,34,10,0
2149,38.5,9.625,3.92,65,13,0
2150,73.5,18.375,1.95,50,7,0
2151,99.5,24.875,2.29,52,10,0
2152,25.125,6.28125,2.62,63,6,0
2153,68.5,17.125,1.92,21,2,0
2154,75.5,18.875,2.19,38,5,0
2155,42.5,10.625,1.15,34,7,0
2156,40,63,1.26,37,1,0
2157,69,17.25,1.67,20,2,0
2158,40,77,1.05,18,8,0
2159,85,21.25,2.1,48,9,0
2160,9.5,23,0.2,5,0,0
2161,43.625,10.90625,5.74,95,22,0
2162,38,9.5,4.22,90,22,0
2163,47.5,92,1.34,18,5,0
2164,90.5,22.625,2.3,37,15,0
2165,51.5,83,1.35,24,7,0
2166,66.5,16.625,1.36,42,8,0
2167,38.75,9.6875,5.06,80,18,0
2168,68.5,17.125,0.96,21,7,0
2169,60,15,1.59,23,10,0
2170,57,100,1.31,24,5,0
2171,28.25,7.0625,2.42,22,6,0
2172,57.5,94,1.66,28,13,0
2173,45.5,11.375,1.33,15,8,0
2174,98.5,24.625,2.5,41,14,0
2175,25.375,6.34375,2.11,50,13,0
2176,38.5,94,0.98,36,2,0
2177,43.5,80,1.4,21,9,0
2178,42.5,51,1.28,28,2,0
2179,62,15.5,1.78,54,9,0
2180,52,44,1.36,24,3,0
2181,33.5,96,1.05,20,4,0
2182,77.5,19.375,2.29,49,7,0
2183,96.5,24.125,2.11,39,16,0
2184,66.5,16.625,1.75,30,11,0
2185,26.25,6.5625,2,31,8,0
2186,67.5,16.875,1.71,30,3,0
2187,71.5,17.875,1.54,36,9,0
2188,35.5,71,1.2,17,2,0
2189,39,91,0.86,25,1,0
2190,72,18,1.92,53,5,0
2191,69.5,17.375,2.2,50,10,0
2192,48.5,12.125,1.37,38,3,0
2193,66.5,16.625,2.11,48,1,0
2194,60.5,15.125,1.74,33,3,0
2195,43.5,97,1.02,43,3,0
2196,54.5,90,1.5,36,2,0
2197,42.5,77,1.13,22,8,0
2198,55.5,85,1.37,22,2,0
2199,58,98,1.75,44,0,0
2200,64,94,1.63,56,7,0
2201,44.5,84,1.63,33,3,0
2202,76,19,2.41,82,7,0
2203,45.5,11.375,1.31,21,3,0
