FieldID,Var1,Var2,Var3,Var4,Var5,Var6
748,53,13.25,1.38,24,10,0
749,76,19,1.9,39,14,0
750,72,18,1.92,45,13,0
751,66,16.5,1.5,28,4,0
752,70.5,17.625,1.74,30,2,0
753,98.5,24.625,2.65,49,5,0
754,61.25,15.3125,5.83,183,46,0
755,40.5,10.125,1.18,42,5,0
756,48,96,1.03,34,5,0
757,39.5,9.875,0.95,20,7,0
758,35,65,0.98,26,7,0
759,90,22.5,2.24,72,19,0
760,29.5,64,0.82,22,4,0
761,70,17.5,1.43,61,22,0
762,40,10,1.08,49,8,0
763,81.5,20.375,2.06,104,13,0
764,40,10,1.32,45,6,0
765,36.625,9.15625,4.96,89,30,0
766,25.25,6.3125,2.82,73,25,0
767,53.5,76,1.37,34,10,0
768,31,57,1.19,36,6,0
769,39.5,79,1.05,26,3,0
770,83,20.75,2.36,50,18,0
771,63,89,2.08,62,8,0
772,36.25,9.0625,4.76,151,20,0
773,55.5,100,1.71,38,8,0
774,50.5,85,1.63,19,11,0
775,66.5,16.625,1.91,45,9,0
776,31,52,1.26,31,7,0
777,31.5,48,1.14,21,6,0
778,49.5,78,1.56,38,11,0
779,34,82,1.31,36,5,0
780,41.5,10.375,1.51,34,9,0
781,51.5,87,1.46,30,5,0
782,30.5,7.625,4.34,64,27,0
783,40.5,82,1.01,9,4,0
784,27,6.75,2.96,74,11,0
785,76.5,19.125,1.96,77,11,0
786,43.5,10.875,1.39,24,7,0
787,24.5,35,0.88,13,8,0
788,32,37,1.1,16,3,0
789,26,37,0.78,20,7,0
790,36,71,0.87,30,4,0
791,34,80,1.25,50,8,0
792,48.5,12.125,1.47,46,14,0
793,59,14.75,5.77,244,51,0
794,56.5,14.125,1.59,44,20,0
795,67.5,16.875,1.34,52,15,0
796,43,96,1.49,48,6,0
797,41,10.25,1.24,36,6,0
798,36.625,9.15625,2.9,78,19,0
799,30,99,1.17,29,4,0
800,31.875,7.96875,3.29,80,22,0
801,72.5,18.125,1.36,29,4,0
802,32,51,0.66,10,6,0
803,40.5,73,1.71,25,3,0
804,37,87,1.14,18,7,0
805,33,82,1.17,28,7,0
806,33,80,1.03,14,6,0
807,46.5,76,1.44,23,2,0
808,46.5,11.625,1.06,22,6,0
809,41,10.25,1.18,29,10,0
810,25.75,6.4375,1.35,44,11,0
811,69,17.25,1.32,19,5,0
812,41.5,10.375,1.65,31,5,0
813,60.5,15.125,2.3,41,9,0
814,50.5,79,1.68,35,6,0
815,38.5,95,1.34,30,2,0
816,8,21,0.53,4,6,0
817,43,90,1.63,48,12,0
818,55.5,13.875,1.75,53,8,0
819,63.5,99,1.61,35,17,0
820,56,91,1.33,31,7,0
821,32,68,1.11,43,3,0
822,22,45,0.67,24,4,0
823,52.5,88,1.86,24,3,0
824,77,19.25,2.44,50,21,0
825,82,20.5,2.5,34,15,0
826,29.375,7.34375,2.87,50,14,0
827,46.5,59,1.48,28,7,0
828,63,82,2.25,45,16,0
829,62.5,74,1.21,35,7,0
830,37,9.25,1.23,34,3,0
831,61,97,1.74,54,15,0
832,48.5,72,1.38,42,5,0
833,45,78,1.44,44,3,0
834,42.5,74,1.46,24,4,0
835,53.5,87,1.76,55,10,0
836,69,17.25,1.76,47,6,0
837,99.5,24.875,3.14,51,10,0
838,86,21.5,2.46,37,12,0
839,61,15.25,1.73,22,2,0
840,70,17.5,1.82,49,5,0
841,53.5,100,1.79,40,7,0
842,71,17.75,1.89,27,8,0
843,42,82,1.26,15,2,0
844,23.5,57,0.93,12,4,0
845,31.75,7.9375,3.93,86,15,0
846,33,8.25,1,55,2,0
847,92,23,2.5,49,12,0
848,51,12.75,1.53,47,3,0
849,58.25,14.5625,6.66,109,21,0
850,70.5,17.625,2.35,54,18,0
851,39,91,0.94,23,4,0
852,50,92,1.58,35,8,0
853,55,13.75,1.69,38,8,0
854,51.5,91,1.52,26,3,0
855,31,71,1.17,37,1,0
856,27,64,0.91,13,1,0
857,44.5,83,1.21,40,14,0
858,52,13,0.99,18,11,0
859,62,15.5,1.13,22,5,0
860,57.5,14.375,1.74,38,3,0
861,61,97,1.5,22,7,0
862,49.5,99,1.65,29,4,0
863,72,18,1.78,38,6,0
864,45,73,1.29,23,2,0
865,44.5,11.125,1.38,19,6,0
866,58,14.5,1.42,19,3,0
867,49,12.25,0.97,17,6,0
868,54,100,0.95,23,4,0
869,29,74,0.83,13,3,0
870,37.5,98,1.13,32,3,0
871,82,20.5,1.72,38,10,0
872,55.5,13.875,1.16,20,14,0
873,58.5,14.625,1.4,27,4,0
874,28.625,7.15625,3.28,46,11,0
875,85,21.25,2.39,65,16,0
876,56.75,14.1875,4.68,83,31,0
877,67.5,16.875,2.16,46,7,0
878,78,19.5,2.01,59,17,0
879,27.25,6.8125,3.31,68,14,0
880,45,83,1.54,40,4,0
881,90.5,22.625,2.59,64,8,0
882,94.5,23.625,2.18,24,8,0
883,41.5,10.375,1.65,16,8,0
884,51,100,2.05,52,6,0
885,53.5,91,1.46,58,8,0
886,51.5,12.875,1.68,36,21,0
887,54,13.5,1.2,31,8,0
888,87,21.75,1.57,72,13,0
889,94.5,23.625,1.86,58,17,0
890,27.5,81,0.83,21,3,0
891,64.5,16.125,1.35,41,8,0
892,87.5,21.875,1.91,25,16,0
893,40,79,0.87,34,6,0
894,44,11,1.32,23,0,0
895,45.5,83,1.55,25,4,0
896,50.5,12.625,1.65,33,4,0
897,49,12.25,1.5,26,2,0
898,39.5,9.875,1.4,21,2,0
899,40,10,1.46,14,6,0
900,56,14,1.12,30,2,0
901,61,15.25,1.53,28,0,0
902,72,18,1.56,33,12,0
903,51.5,12.875,1.32,24,2,0
904,91.5,22.875,2.36,57,13,0
905,55,13.75,1.79,28,11,0
906,39,59,0.74,19,4,0
907,64,16,1.16,21,7,0
908,53,88,1.13,30,2,0
909,71.5,17.875,1.95,39,11,0
910,33,65,0.95,29,2,0
911,45.5,86,1.3,22,4,0
912,54,13.5,0.93,30,6,0
913,77.5,19.375,2.03,39,14,0
914,60.5,15.125,1.36,8,5,0
915,28,82,0.71,11,2,0
916,30.5,69,1.06,11,4,0
917,40,94,1.06,17,1,0
918,42,80,0.95,34,4,0
919,50.5,90,1.31,30,7,0
920,24,74,0.59,11,2,0
921,59.5,14.875,1.05,25,5,0
922,55.5,83,1.14,24,4,0
923,52,13,1.1,8,4,0
924,45.5,11.375,1.01,15,4,0
925,61.5,97,1.45,24,5,0
926,82,20.5,1.31,30,10,0
927,85.5,21.375,1.68,42,5,0
928,34.5,45,0.93,25,4,0
929,46,11.5,1.47,26,7,0
930,46,11.5,0.83,11,5,0
931,63,15.75,1.14,16,1,0
932,67.5,16.875,0.79,14,4,0
933,57,86,0.96,24,7,0
934,36.5,9.125,1.08,17,5,0
935,98,24.5,1.71,20,4,0
936,47.5,73,0.9,31,8,0
937,48.5,12.125,0.92,13,4,0
938,35.5,97,0.5,11,7,0
939,41,10.25,0.88,21,9,0
940,66.5,16.625,2.36,83,4,0
941,73.5,73,1.67,44,18,0
942,46,67,1.65,42,4,0
943,40.5,68,1.59,31,9,0
944,58,82,2.07,41,19,0
945,60.5,95,1.79,72,22,0
946,52.5,87,1.41,19,17,0
947,52.5,77,1.35,32,23,0
948,51.5,59,1.74,42,18,0
949,66,16.5,1.69,53,8,0
950,43.5,10.875,1.5,29,9,0
951,39,9.75,1.9,43,6,0
952,39.5,78,1.78,45,5,0
953,61,90,1.99,55,11,0
954,58,14.5,1.36,23,5,0
955,58,94,1.11,14,4,0
956,56.5,98,1.49,25,3,0
957,48,12,1.53,26,9,0
958,55,13.75,1.8,24,9,0
959,66.5,16.625,1.52,25,9,0
960,39,75,1.28,19,3,0
961,69,17.25,1.44,15,8,0
962,48,70,0.94,18,6,0
963,53.5,13.375,1.2,19,6,0
964,65.5,16.375,1.26,19,6,0
965,64.5,16.125,1.44,19,7,0
966,51.5,66,1.2,24,5,0
967,64,16,1.29,39,6,0
968,33,8.25,3.59,64,11,0
969,55,13.75,1.04,21,2,0
970,89,22.25,2.74,106,8,0
971,38.5,9.625,1.49,26,6,0
972,52,13,1.89,18,7,0
973,45.5,11.375,1.27,22,2,0
974,51,12.75,1.14,19,2,0
975,60,92,1.76,32,10,0
976,44,64,1.17,28,5,0
977,45.5,79,1.06,22,12,0
978,20,81,0.74,9,2,0
979,46,11.5,1.28,32,9,0
980,31.5,69,1.29,25,5,0
981,34,78,1.1,29,10,0
982,28.5,59,0.92,25,10,0
983,37.5,71,1.08,18,2,0
984,26,67,0.76,12,5,0
985,69,17.25,2.02,56,5,0
986,41,59,1.21,22,4,0
987,35,61,0.86,15,5,0
988,61,71,1.99,44,2,0
989,46.5,11.625,1.45,24,3,0
990,39.5,9.875,1.32,30,2,0
991,89.5,22.375,2.84,76,5,0
992,21.5,65,1.26,30,6,0
993,58,14.5,2.16,32,2,0
994,37.5,9.375,1.5,30,6,0
995,62,15.5,2.4,42,12,0
996,69.5,17.375,2.04,82,6,0
997,24.5,66,0.92,24,3,0
998,89.5,22.375,2.83,85,8,0
999,52,87,1.51,47,3,0
1000,43.5,10.875,1.36,24,1,0
1001,49,92,1.27,38,5,0
1002,41,10.25,1.36,47,9,0
1003,70,17.5,2.22,40,3,0
1004,59,14.75,2.54,58,14,0
1005,42,10.5,1.66,55,6,0
1006,71.5,17.875,1.83,76,13,0
1007,60.5,15.125,2.06,57,17,0
1008,46,11.5,2.23,50,6,0
1009,52.5,13.125,1.55,37,4,0
1010,30.25,7.5625,2.81,67,14,0
1011,26.875,6.71875,1.78,38,16,0
1012,77.5,19.375,1.81,62,9,0
1013,28.125,7.03125,2.99,59,20,0
1014,25.625,6.40625,2.38,69,15,0
1015,46.5,97,1.73,53,5,0
1016,94,23.5,2.69,86,16,0
1017,55.5,13.875,1.76,25,12,0
1018,88.5,22.125,2.03,60,6,0
1019,60.5,15.125,1.13,33,10,0
1020,95.5,23.875,2.86,74,21,0
1021,29.5,7.375,3.37,72,20,0
1022,25.125,6.28125,2.32,78,18,0
1023,27.25,6.8125,2.09,66,14,0
1024,44,11,1.32,42,4,0
1025,90.5,22.625,1.64,31,13,0
1026,72,18,1.93,33,2,0
1027,64,16,1.66,34,11,0
1028,89,22.25,2.44,48,13,0
1029,44.75,11.1875,6.75,184,35,0
1030,61.5,15.375,2.19,66,10,0
1031,54,91,1.42,60,6,0
1032,68,90,1.41,43,3,0
1033,41,68,0.93,26,3,0
1034,32.5,8.125,1.31,26,7,0
1035,29.5,73,0.67,23,4,0
1036,36,66,0.89,48,4,0
1037,33.5,69,1.05,33,5,0
1038,40,88,0.73,35,5,0
1039,38,9.5,0.93,24,3,0
1040,48,90,0.75,18,5,0
1041,56,14,1.63,38,3,0
1042,45,87,1.63,51,5,0
1043,86.5,21.625,3.3,76,8,0
1044,43.5,80,1.49,43,2,0
1045,50,12.5,1.96,34,4,0
1046,30,62,1.1,18,5,0
1047,23,78,0.61,33,0,0
1048,42,10.5,1.41,33,5,0
1049,36,81,0.81,21,4,0
1050,72,82,1.72,40,16,0
1051,51.5,12.875,2.01,38,12,0
1052,20.5,21,0.71,10,2,0
1053,42.5,89,1.84,35,5,0
1054,43.5,77,2.02,26,4,0
1055,44.5,11.125,1.47,81,5,0
1056,39.5,64,1,23,7,0
1057,40,93,1.59,29,7,0
1058,36.5,56,1.35,20,13,0
1059,32,61,1.25,20,2,0
1060,42.5,70,1.74,44,5,0
1061,49.5,12.375,1.51,43,7,0
1062,36,39,0.89,40,6,0
1063,23,76,0.7,25,4,0
1064,36.5,78,1.13,38,5,0
1065,33.5,58,1.33,18,11,0
1066,29.5,51,0.79,14,3,0
1067,35,73,1.22,25,11,0
1068,97.5,24.375,1.79,24,13,0
1069,89.5,22.375,2.31,33,13,0
1070,53.5,95,0.94,16,5,0
1071,30,7.5,2.1,30,25,0
1072,78.5,19.625,2,29,3,0
1073,58.5,14.625,1,16,10,0
1074,78,19.5,1.73,28,7,0
1075,56,91,1.08,21,3,0
1076,77.5,19.375,1.92,41,12,0
1077,72,18,1.71,34,3,0
1078,83,20.75,1.59,38,7,0
1079,62,15.5,1.51,17,2,0
1080,66.5,16.625,1.47,18,1,0
1081,47.5,11.875,1.47,22,3,0
1082,54.5,13.625,1.16,14,3,0
1083,72,18,1.9,40,8,0
1084,63.5,15.875,4.82,62,15,0
1085,60.5,15.125,2.09,34,14,0
1086,56.5,14.125,1.49,44,3,0
1087,63,15.75,1.71,50,3,0
1088,91.5,22.875,1.97,31,6,0
1089,49.5,12.375,3.92,62,13,0
1090,89,22.25,1.66,33,6,0
1091,76,19,1.3,37,4,0
1092,62,15.5,1.16,13,3,0
1093,61.5,15.375,1.73,47,7,0
1094,44,96,0.68,29,1,0
1095,42,72,1.11,26,1,0
1096,50,12.5,1.64,37,4,0
1097,41,60,1.55,36,6,0
1098,32.5,81,0.96,25,2,0
1099,51.5,12.875,1.6,42,6,0
1100,34.5,90,1.19,33,6,0
1101,34,8.5,3.71,71,10,0
1102,48.5,12.125,1.93,27,2,0
1103,77,19.25,2.31,34,10,0
1104,43,10.75,1.08,20,2,0
1105,58,94,1.51,25,3,0
1106,78,19.5,1.9,46,10,0
1107,84,21,2.12,36,6,0
1108,27.375,6.84375,2.11,37,9,0
1109,42.5,89,1.17,30,1,0
1110,66,16.5,1.15,30,5,0
1111,83,20.75,1.86,27,3,0
1112,54,100,1.35,28,6,0
1113,79.5,19.875,1.79,20,6,0
1114,61.5,15.375,2.07,26,2,0
1115,59,87,1.22,29,6,0
1116,46.5,64,1.13,17,2,0
1117,76.5,19.125,2.14,65,8,0
1118,60,15,1.28,20,14,0
1119,55,13.75,1.35,29,8,0
1120,56,14,1.91,30,2,0
1121,68.5,91,1.55,39,0,0
1122,46,11.5,1.58,43,1,0
1123,67,16.75,1.83,29,5,0
1124,51.5,12.875,1.11,28,2,0
1125,63.5,15.875,1.42,36,12,0
1126,76.5,19.125,1.2,39,10,0
1127,76,19,1.18,14,5,0
1128,74,18.5,1.14,29,10,0
1129,51,12.75,0.66,15,7,0
1130,54.5,13.625,1.05,10,9,0
1131,46.5,11.625,0.64,11,1,0
1132,62,15.5,1.29,17,5,0
1133,87.5,21.875,1.81,18,7,0
1134,53.5,13.375,2.16,34,6,0
1135,34.375,8.59375,2.42,26,17,0
1136,68,17,1.31,14,10,0
1137,70.5,17.625,1.81,34,7,0
1138,69,17.25,1.17,10,4,0
1139,64.5,92,1.2,26,6,0
1140,87.5,21.875,1.93,57,10,0
1141,69.5,17.375,1.56,30,5,0
1142,77,100,1.53,30,2,0
1143,48.5,12.125,1.09,38,3,0
1144,54,13.5,1.5,25,5,0
1145,35,73,0.87,15,1,0
1146,55,13.75,1.53,27,1,0
1147,68.5,17.125,2.62,73,5,0
1148,68.5,17.125,1.69,31,16,0
1149,67,16.75,1.27,21,9,0
1150,93.5,23.375,2.04,48,5,0
1151,53.5,13.375,1.33,13,2,0
1152,41,10.25,1.4,23,9,0
1153,65.5,16.375,1.59,13,7,0
1154,58,14.5,1.15,28,12,0
1155,46,11.5,0.86,21,4,0
1156,49,12.25,1.25,27,4,0
1157,37.5,9.375,4.57,120,14,0
1158,35,81,0.84,27,1,0
1159,54.5,13.625,1.74,37,8,0
1160,46.5,92,1.18,27,0,0
1161,44.5,11.125,1.27,32,5,0
1162,56,75,1.37,27,2,0
1163,55,93,1.37,35,4,0
1164,43.5,10.875,1.47,32,7,0
1165,50,92,1.62,13,6,0
1166,94,23.5,2.27,48,13,0
1167,87,21.75,1.96,34,7,0
1168,47.5,100,1.01,12,6,0
1169,53.5,13.375,1.38,28,5,0
1170,61,15.25,1.95,46,3,0
1171,64.5,16.125,1.25,22,4,0
1172,65.5,16.375,1.85,26,4,0
1173,65.5,16.375,1.9,30,4,0
1174,63,99,1.37,76,2,0
1175,94.5,23.625,2.48,39,9,0
1176,59.5,14.875,1.44,48,8,0
1177,67.5,16.875,1.75,56,4,0
1178,34.5,71,1.03,20,1,0
1179,39,92,1.29,28,3,0
1180,26.625,6.65625,2.03,37,11,0
1181,58,14.5,1.71,36,6,0
1182,58.5,14.625,1.52,39,5,0
1183,47.5,99,1.44,16,3,0
1184,41.5,77,1.1,13,9,0
1185,65.5,97,1.41,24,6,0
1186,46.5,11.625,0.95,20,2,0
1187,61.5,15.375,0.76,23,2,0
1188,65.5,16.375,1.27,21,5,0
1189,56,14,2.14,51,3,0
1190,62,15.5,1.43,22,2,0
1191,73,18.25,0.94,37,13,0
1192,38,9.5,0.89,14,1,0
1193,81.5,20.375,1.87,39,3,0
1194,31.625,7.90625,3.46,120,13,0
1195,67.5,16.875,1.43,33,17,0
1196,58.5,83,1.5,37,9,0
1197,85.5,21.375,1.76,47,7,0
1198,57,14.25,1.65,34,4,0
1199,39,9.75,1.01,38,4,0
1200,49.5,12.375,1.35,23,13,0
1201,93.5,23.375,2.09,50,9,0
1202,83,20.75,2.27,52,7,0
1203,69,100,1.47,35,5,0
1204,38,98,1.2,43,6,0
1205,77,19.25,1.67,48,6,0
1206,56.5,14.125,1.42,28,7,0
1207,74.5,18.625,1.93,33,14,0
1208,84.5,21.125,2.72,59,14,0
1209,47,11.75,0.96,16,4,0
1210,36.5,75,0.86,26,5,0
1211,60,89,1.23,25,7,0
1212,43.5,91,1.33,37,12,0
1213,40,75,1.19,32,5,0
1214,26.5,90,1.13,24,1,0
1215,75,18.75,1.86,68,8,0
1216,36.5,76,1.05,32,8,0
1217,54,13.5,1.3,27,6,0
1218,48,12,1.57,18,6,0
1219,26.875,6.71875,2.56,31,7,0
1220,28,7,2.96,86,11,0
1221,47.5,68,1.3,30,0,0
1222,64.5,16.125,1.08,17,4,0
1223,62.5,15.625,1.7,33,11,0
1224,25.25,6.3125,1.79,29,6,0
1225,86.5,21.625,2.77,55,6,0
1226,29.5,89,1.03,22,0,0
1227,39,46,0.9,16,1,0
1228,46.375,11.59375,4.24,82,20,0
1229,36.5,93,0.82,23,9,0
1230,63.5,15.875,1.44,20,9,0
1231,25.5,67,1,45,3,0
1232,50.5,12.625,1.55,27,4,0
1233,38,64,1.13,19,8,0
1234,17,38,0.45,7,1,0
1235,66,16.5,1.79,22,9,0
1236,89,22.25,1.81,37,7,0
1237,53.5,13.375,1.68,14,8,0
1238,51.5,12.875,1.47,34,3,0
1239,79.5,19.875,1.69,26,9,0
1240,62,15.5,1.61,28,9,0
1241,50,12.5,1.22,29,9,0
1242,50.5,45,0.92,18,14,0
1243,48.5,12.125,1.59,32,10,0
1244,95.5,23.875,2.22,51,11,0
1245,70.5,17.625,1.48,26,6,0
1246,59.5,14.875,1.55,28,7,0
1247,75,18.75,1.64,36,14,0
1248,50.5,12.625,1.17,29,9,0
1249,65,79,1.14,28,6,0
1250,40,10,0.98,31,6,0
1251,86,21.5,1.62,26,5,0
1252,51.5,12.875,1.03,18,4,0
1253,60.5,15.125,1.37,42,10,0
1254,51,84,1.37,21,7,0
1255,32,8,3.17,57,7,0
1256,30.375,7.59375,2.49,42,22,0
1257,54,13.5,1.29,13,8,0
1258,54,96,1.58,22,3,0
1259,63.5,15.875,1.8,24,7,0
1260,27.375,6.84375,3.05,55,10,0
1261,57.5,14.375,1.15,48,6,0
1262,30,7.5,0.86,19,4,0
1263,55,13.75,1.56,11,4,0
1264,27.75,6.9375,1.98,41,3,0
1265,51.5,12.875,1.43,21,2,0
1266,63,15.75,1.09,19,6,0
1267,66,16.5,1.65,23,8,0
1268,87.5,21.875,1.98,24,6,0
1269,43.5,88,1.48,31,3,0
1270,56,84,1.44,22,8,0
1271,74.5,18.625,2.24,39,11,0
1272,32.5,76,0.88,7,3,0
1273,66,16.5,1.86,20,7,0
1274,53.5,79,1.27,18,4,0
1275,41,10.25,1.36,19,9,0
1276,45,96,1.23,20,4,0
1277,57.5,14.375,1.42,22,3,0
1278,43,95,1.42,38,6,0
1279,90,22.5,3.31,72,15,0
1280,58,98,1.39,24,14,0
1281,53.5,85,1.38,26,4,0
1282,66,89,1.35,31,15,0
1283,40.625,10.15625,3.47,49,15,0
1284,51,90,1.01,24,13,0
1285,64,16,1.47,63,18,0
1286,65,16.25,1.15,42,11,0
1287,53.5,13.375,1.61,40,8,0
1288,88,22,1.41,38,5,0
1289,58.5,14.625,1.08,36,14,0
1290,56,14,1.41,26,10,0
1291,83.5,20.875,1.53,42,14,0
1292,54,13.5,1.55,29,5,0
1293,56.5,14.125,1.35,31,10,0
1294,99,24.75,1.42,27,14,0
1295,29.75,7.4375,2.36,30,8,0
1296,68.5,17.125,1.17,31,8,0
1297,72,18,1.61,34,6,0
1298,86,21.5,1.6,25,7,0
1299,74.5,18.625,1.46,44,3,0
1300,51.5,12.875,1.25,34,4,0
1301,88,22,2.03,27,10,0
1302,58.5,14.625,1.32,31,11,0
1303,35.5,78,0.85,15,9,0
1304,50,86,1.1,35,4,0
1305,65,16.25,2.11,81,4,0
1306,49,94,1.15,49,8,0
1307,44.5,11.125,1.17,33,12,0
1308,37,9.25,1.49,34,6,0
1309,52.5,13.125,1.32,32,8,0
1310,37,75,1.13,24,3,0
1311,60.5,15.125,1.55,28,7,0
1312,53.5,13.375,1.36,28,2,0
1313,43,10.75,0.85,17,5,0
1314,70,17.5,1.24,29,8,0
1315,48.5,12.125,1.24,29,5,0
1316,67.5,16.875,1.7,23,9,0
1317,48,12,0.76,20,6,0
1318,52,97,1.3,42,11,0
1319,70,17.5,1.85,70,20,0
1320,55.5,13.875,1.68,34,10,0
1321,59.5,14.875,1.79,31,8,0
1322,38.5,9.625,1.47,26,6,0
1323,27.5,70,0.92,22,4,0
1324,30,7.5,1.04,31,2,0
1325,47,11.75,1.51,37,7,0
1326,67.5,16.875,1.78,36,2,0
1327,58.5,14.625,1.46,39,10,0
1328,66,16.5,1.42,30,7,0
1329,90.5,22.625,2.3,61,2,0
1330,64.5,16.125,1.7,31,6,0
1331,67,16.75,1.39,34,13,0
1332,26,6.5,1.87,79,7,0
1333,80,20,1.45,29,5,0
1334,60.5,15.125,1.62,31,11,0
1335,65.5,16.375,1.63,42,18,0
1336,61.5,15.375,1.29,44,3,0
1337,36,83,1.02,27,6,0
1338,89.5,22.375,1.88,23,16,0
1339,75,18.75,1.41,34,8,0
1340,60.5,15.125,1.28,28,12,0
1341,72.5,18.125,1.59,30,11,0
1342,53,13.25,1.37,11,5,0
1343,70,17.5,1.88,46,10,0
1344,66,16.5,1.38,45,12,0
1345,72,18,2.27,35,16,0
1346,42,10.5,1.01,19,4,0
1347,68.5,17.125,1.77,23,14,0
1348,41,93,1.3,22,2,0
1349,54,77,1.37,26,16,0
1350,45.5,74,0.76,24,12,0
1351,40.5,10.125,1.26,28,7,0
1352,51.5,67,1.21,18,10,0
1353,49.5,12.375,1.32,28,8,0
1354,55,13.75,1.52,24,3,0
1355,61,92,1.45,25,5,0
1356,59,94,1.55,22,8,0
1357,59.5,14.875,1.2,24,8,0
1358,77.5,99,1.75,31,19,0
1359,55,13.75,1.16,23,8,0
1360,39.625,9.90625,3.73,72,18,0
1361,41.5,10.375,3.48,86,24,0
1362,26.75,6.6875,2.21,42,27,0
1363,37.75,9.4375,2.93,57,13,0
1364,89.5,22.375,1.7,19,3,0
1365,97,24.25,1.92,41,17,0
1366,52,13,1.21,27,10,0
1367,69,17.25,1.54,38,27,0
1368,55,13.75,1.27,23,17,0
1369,66.5,16.625,1.59,19,10,0
1370,49,12.25,1.48,29,19,0
1371,75.5,18.875,1.59,24,4,0
1372,64.375,16.09375,5.13,125,25,0
1373,102.75,25.6875,7.9,132,35,0
1374,69.5,17.375,1.47,19,8,0
1375,87.5,21.875,2.14,47,3,0
1376,50,93,1.13,16,8,0
1377,87,21.75,1.98,37,12,0
1378,61,15.25,4.08,78,21,0
1379,28.375,7.09375,2.42,59,11,0
1380,66,16.5,1.58,19,5,0
1381,52.5,13.125,4.34,59,11,0
1382,33.875,8.46875,2.41,38,12,0
1383,42,10.5,0.97,19,11,0
1384,56.5,14.125,1.17,44,17,0
1385,55,89,1.58,28,13,0
1386,62,15.5,1.21,40,19,0
1387,62.5,15.625,2.11,54,14,0
1388,58,83,1.52,45,9,0
1389,49.625,12.40625,4.53,65,26,0
1390,51,12.75,1.51,34,6,0
1391,41,10.25,0.87,26,9,0
1392,56,79,1.4,23,9,0
1393,83.5,20.875,1.38,27,5,0
1394,52.5,13.125,1.74,19,6,0
1395,51.5,12.875,1.38,28,8,0
1396,35.5,75,1.05,27,8,0
1397,62.5,84,1.47,46,8,0
1398,62,15.5,1.24,36,9,0
1399,64.5,16.125,1.56,37,10,0
1400,50.5,100,1.3,24,8,0
1401,62,15.5,1.72,32,7,0
1402,67,16.75,1.21,36,10,0
1403,47.5,96,0.93,16,11,0
1404,92,23,1.84,26,16,0
1405,30,78,0.99,7,8,0
1406,44.75,11.1875,4.16,88,32,0
1407,37,9.25,1.21,31,6,0
1408,92.5,23.125,1.95,53,25,0
1409,61,15.25,0.9,18,9,0
1410,32,88,1.03,18,1,0
1411,26.375,6.59375,2.89,86,14,0
1412,55.5,13.875,1.29,58,12,0
1413,88.5,22.125,2.41,35,8,0
1414,40.5,91,0.9,23,4,0
1415,69,17.25,1.45,25,8,0
1416,69,17.25,1.44,32,12,0
1417,30.25,7.5625,3.31,67,11,0
1418,84.5,21.125,2.83,75,9,0
1419,35,68,1.15,37,3,0
1420,54,13.5,1.59,28,8,0
1421,45.5,11.375,1.18,46,18,0
1422,42.5,60,0.92,19,9,0
1423,45,11.25,1.19,42,13,0
1424,36.5,72,1.06,29,9,0
1425,54,13.5,0.97,20,11,0
1426,43,10.75,1.26,57,6,0
1427,46.5,11.625,1.13,28,14,0
1428,41,67,1.44,26,2,0
1429,41.375,10.34375,3.28,85,7,0
1430,42,95,1.1,14,5,0
1431,30,83,1.08,11,4,0
1432,37,9.25,0.88,16,6,0
1433,23,79,0.5,8,3,0
1434,32,57,0.47,13,0,0
1435,37,9.25,0.61,10,3,0
1436,47.5,95,0.77,16,3,0
1437,46,99,0.78,15,11,0
1438,38.5,73,0.66,18,3,0
1439,56.5,14.125,1.4,22,16,0
1440,33,65,0.63,34,3,0
1441,95,23.75,2.13,44,18,0
1442,42,90,0.95,16,1,0
1443,49,95,1.09,16,2,0
1444,26.5,88,0.56,10,2,0
1445,78,19.5,1.87,38,15,0
1446,31,94,0.58,19,3,0
1447,37.5,76,0.82,11,3,0
1448,61.5,96,0.63,23,6,0
1449,29,96,0.86,12,4,0
1450,63.5,15.875,1.34,27,13,0
1451,59.5,14.875,1.04,18,5,0
1452,41.5,74,0.8,18,6,0
1453,71,17.75,0.98,27,8,0
1454,46.5,95,1.06,30,5,0
1455,37.5,97,0.89,15,3,0
1456,49.5,91,0.93,13,4,0
1457,49.5,70,0.82,17,3,0
1458,46,99,0.55,17,8,0
1459,33.75,8.4375,2.68,82,9,0
1460,48.5,100,0.97,17,7,0
1461,34,87,0.91,16,2,0
1462,27.75,6.9375,3,61,8,0
1463,40,10,1.04,22,5,0
1464,40,72,0.7,21,6,0
1465,27,62,0.73,7,5,0
1466,33,57,0.75,24,1,0
1467,73.5,18.375,1.65,31,8,0
1468,55.5,13.875,1.27,31,6,0
1469,51,12.75,1.67,28,3,0
1470,76,19,1.99,26,5,0
1471,54.5,13.625,1.14,23,7,0
1472,37.5,9.375,3.73,54,22,0
1473,44.5,11.125,1.27,22,8,0
1474,28,7,2.74,33,26,0
1475,22.5,59,0.74,21,2,0
1476,65.5,16.375,1.99,45,5,0
1477,32.5,99,0.79,18,1,0
1478,53,13.25,0.99,18,10,0
1479,32,88,0.87,30,1,0
1480,35,62,1.28,14,11,0
1481,59,14.75,1.71,35,10,0
1482,45.5,11.375,1.3,33,11,0
1483,62.5,15.625,1.26,11,9,0
1484,58.5,14.625,1.72,32,11,0
1485,58,14.5,1.46,18,4,0
